Tipo dato,Misura,Ordine scolastico,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2012","totale",10938,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2013","totale",9983,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2014","totale",8875,
"ripetenti - femmine","valori assoluti","secondaria I grado","Nord-est","2009","totale",2567,
"ripetenti - femmine","valori assoluti","secondaria I grado","Nord-est","2010","totale",3545,
"ripetenti - femmine","valori assoluti","secondaria I grado","Nord-est","2011","totale",3559,
"ripetenti - femmine","valori assoluti","secondaria I grado","Nord-est","2012","totale",3189,
"ripetenti - femmine","valori assoluti","secondaria I grado","Nord-est","2013","totale",2908,
"ripetenti - femmine","valori assoluti","secondaria I grado","Nord-est","2014","totale",2800,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2009","totale",39349,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2010","totale",42204,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2011","totale",43841,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2012","totale",45329,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2013","totale",45728,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2014","totale",43784,
"stranieri - femmine","valori assoluti","secondaria I grado","Nord-est","2009","totale",17737,
"stranieri - femmine","valori assoluti","secondaria I grado","Nord-est","2010","totale",19126,
"stranieri - femmine","valori assoluti","secondaria I grado","Nord-est","2011","totale",20029,
"stranieri - femmine","valori assoluti","secondaria I grado","Nord-est","2012","totale",20757,
"stranieri - femmine","valori assoluti","secondaria I grado","Nord-est","2013","totale",21264,
"stranieri - femmine","valori assoluti","secondaria I grado","Nord-est","2014","totale",20434,
"numero di scuole","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2009","totale",171,
"numero di scuole","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2010","totale",171,
"numero di scuole","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2011","totale",172,
"numero di scuole","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2012","totale",173,
"numero di scuole","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2013","totale",172,
"numero di scuole","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2014","totale",84,
"numero di classi","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2009","totale",1639,
"numero di classi","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2010","totale",1668,
"numero di classi","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2011","totale",1679,
"numero di classi","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2012","totale",1672,
"numero di classi","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2013","totale",1678,
"numero di classi","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2014","totale",785,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2009","totale",33702,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2010","totale",34253,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2011","totale",34548,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2012","totale",34583,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2013","totale",34461,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2014","totale",16890,
"iscritti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2009","totale",16017,
"iscritti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2010","totale",16478,
"iscritti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2011","totale",16672,
"iscritti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2012","totale",16846,
"iscritti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2013","totale",16590,
"iscritti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2014","totale",8099,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2009","totale",1076,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2010","totale",1084,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2011","totale",956,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2012","totale",874,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2013","totale",800,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2014","totale",359,
"ripetenti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2009","totale",285,
"ripetenti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2010","totale",295,
"ripetenti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2011","totale",281,
"ripetenti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2012","totale",268,
"ripetenti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2013","totale",206,
"ripetenti - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2014","totale",98,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2009","totale",2953,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2010","totale",3295,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2011","totale",3459,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2012","totale",3488,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2013","totale",3558,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2014","totale",1917,
"stranieri - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2009","totale",1339,
"stranieri - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2010","totale",1531,
"stranieri - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2011","totale",1604,
"stranieri - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2012","totale",1597,
"stranieri - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2013","totale",1617,
"stranieri - femmine","valori assoluti","secondaria I grado","Trentino Alto Adige / Südtirol","2014","totale",888,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2009","totale",87,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2010","totale",87,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2011","totale",88,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2012","totale",89,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2013","totale",88,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2009","totale",895,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2010","totale",908,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2011","totale",909,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2012","totale",891,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2013","totale",892,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2009","totale",17486,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2010","totale",17674,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2011","totale",17770,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2012","totale",17606,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2013","totale",17555,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2009","totale",8244,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2010","totale",8513,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2011","totale",8565,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2012","totale",8582,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2013","totale",8461,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2009","totale",606,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2010","totale",625,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2011","totale",559,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2012","totale",435,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2013","totale",444,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2009","totale",159,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2010","totale",161,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2011","totale",162,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2012","totale",130,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2013","totale",119,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2009","totale",1231,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2010","totale",1380,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2011","totale",1471,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2012","totale",1528,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2013","totale",1566,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2009","totale",573,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2010","totale",661,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2011","totale",677,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2012","totale",692,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Bolzano / Bozen","2013","totale",692,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2009","totale",84,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2010","totale",84,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2011","totale",84,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2012","totale",84,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2013","totale",84,
"numero di scuole","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2014","totale",84,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2009","totale",744,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2010","totale",760,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2011","totale",770,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2012","totale",781,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2013","totale",786,
"numero di classi","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2014","totale",785,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2009","totale",16216,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2010","totale",16579,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2011","totale",16778,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2012","totale",16977,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2013","totale",16906,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2014","totale",16890,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2009","totale",7773,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2010","totale",7965,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2011","totale",8107,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2012","totale",8264,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2013","totale",8129,
"iscritti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2014","totale",8099,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2009","totale",470,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2010","totale",459,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2011","totale",397,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2012","totale",439,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2013","totale",356,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2014","totale",359,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2009","totale",126,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2010","totale",134,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2011","totale",119,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2012","totale",138,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2013","totale",87,
"ripetenti - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2014","totale",98,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2009","totale",1722,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2010","totale",1915,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2011","totale",1988,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2012","totale",1960,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2013","totale",1992,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2014","totale",1917,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2009","totale",766,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2010","totale",870,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2011","totale",927,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2012","totale",905,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2013","totale",925,
"stranieri - femmine","valori assoluti","secondaria I grado","Provincia Autonoma Trento","2014","totale",888,
"numero di scuole","valori assoluti","secondaria I grado","Veneto","2009","totale",647,
"numero di scuole","valori assoluti","secondaria I grado","Veneto","2010","totale",652,
"numero di scuole","valori assoluti","secondaria I grado","Veneto","2011","totale",654,
"numero di scuole","valori assoluti","secondaria I grado","Veneto","2012","totale",660,
"numero di scuole","valori assoluti","secondaria I grado","Veneto","2013","totale",663,
"numero di scuole","valori assoluti","secondaria I grado","Veneto","2014","totale",658,
"numero di classi","valori assoluti","secondaria I grado","Veneto","2009","totale",6361,
"numero di classi","valori assoluti","secondaria I grado","Veneto","2010","totale",6504,
"numero di classi","valori assoluti","secondaria I grado","Veneto","2011","totale",6587,
"numero di classi","valori assoluti","secondaria I grado","Veneto","2012","totale",6633,
"numero di classi","valori assoluti","secondaria I grado","Veneto","2013","totale",6638,
"numero di classi","valori assoluti","secondaria I grado","Veneto","2014","totale",6602,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2009","totale",138101,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2010","totale",141433,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2011","totale",143534,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2012","totale",145043,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2013","totale",143972,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2014","totale",142401,
"iscritti - femmine","valori assoluti","secondaria I grado","Veneto","2009","totale",65583,
"iscritti - femmine","valori assoluti","secondaria I grado","Veneto","2010","totale",67652,
"iscritti - femmine","valori assoluti","secondaria I grado","Veneto","2011","totale",68889,
"iscritti - femmine","valori assoluti","secondaria I grado","Veneto","2012","totale",69599,
"iscritti - femmine","valori assoluti","secondaria I grado","Veneto","2013","totale",69004,
"iscritti - femmine","valori assoluti","secondaria I grado","Veneto","2014","totale",68119,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2009","totale",4066,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2010","totale",5044,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2011","totale",5259,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2012","totale",4832,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2013","totale",4473,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2014","totale",4289,
"ripetenti - femmine","valori assoluti","secondaria I grado","Veneto","2009","totale",1091,
"ripetenti - femmine","valori assoluti","secondaria I grado","Veneto","2010","totale",1459,
"ripetenti - femmine","valori assoluti","secondaria I grado","Veneto","2011","totale",1478,
"ripetenti - femmine","valori assoluti","secondaria I grado","Veneto","2012","totale",1353,
"ripetenti - femmine","valori assoluti","secondaria I grado","Veneto","2013","totale",1213,
"ripetenti - femmine","valori assoluti","secondaria I grado","Veneto","2014","totale",1352,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2009","totale",17559,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2010","totale",18328,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2011","totale",18939,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2012","totale",19353,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2013","totale",19596,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Veneto","2014","totale",19255,
"stranieri - femmine","valori assoluti","secondaria I grado","Veneto","2009","totale",7862,
"stranieri - femmine","valori assoluti","secondaria I grado","Veneto","2010","totale",8318,
"stranieri - femmine","valori assoluti","secondaria I grado","Veneto","2011","totale",8639,
"stranieri - femmine","valori assoluti","secondaria I grado","Veneto","2012","totale",8855,
"stranieri - femmine","valori assoluti","secondaria I grado","Veneto","2013","totale",9076,
"stranieri - femmine","valori assoluti","secondaria I grado","Veneto","2014","totale",9029,
"numero di scuole","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2009","totale",162,
"numero di scuole","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2010","totale",161,
"numero di scuole","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2011","totale",161,
"numero di scuole","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2012","totale",161,
"numero di scuole","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2013","totale",166,
"numero di scuole","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2014","totale",167,
"numero di classi","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2009","totale",1490,
"numero di classi","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2010","totale",1504,
"numero di classi","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2011","totale",1521,
"numero di classi","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2012","totale",1539,
"numero di classi","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2013","totale",1555,
"numero di classi","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2014","totale",1564,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2009","totale",30202,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2010","totale",31037,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2011","totale",31317,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2012","totale",31859,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2013","totale",32148,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2014","totale",32143,
"iscritti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2009","totale",14382,
"iscritti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2010","totale",14760,
"iscritti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2011","totale",14914,
"iscritti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2012","totale",15220,
"iscritti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2013","totale",15314,
"iscritti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2014","totale",15293,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2009","totale",1145,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2010","totale",1599,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2011","totale",1427,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2012","totale",1355,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2013","totale",1382,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2014","totale",1243,
"ripetenti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2009","totale",352,
"ripetenti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2010","totale",522,
"ripetenti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2011","totale",441,
"ripetenti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2012","totale",402,
"ripetenti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2013","totale",431,
"ripetenti - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2014","totale",394,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2009","totale",3427,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2010","totale",3633,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2011","totale",3653,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2012","totale",3777,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2013","totale",3822,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2014","totale",3755,
"stranieri - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2009","totale",1560,
"stranieri - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2010","totale",1617,
"stranieri - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2011","totale",1644,
"stranieri - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2012","totale",1749,
"stranieri - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2013","totale",1796,
"stranieri - femmine","valori assoluti","secondaria I grado","Friuli-Venezia Giulia","2014","totale",1751,
"numero di scuole","valori assoluti","secondaria I grado","Emilia-Romagna","2009","totale",438,
"numero di scuole","valori assoluti","secondaria I grado","Emilia-Romagna","2010","totale",443,
"numero di scuole","valori assoluti","secondaria I grado","Emilia-Romagna","2011","totale",440,
"numero di scuole","valori assoluti","secondaria I grado","Emilia-Romagna","2012","totale",440,
"numero di scuole","valori assoluti","secondaria I grado","Emilia-Romagna","2013","totale",452,
"numero di scuole","valori assoluti","secondaria I grado","Emilia-Romagna","2014","totale",462,
"numero di classi","valori assoluti","secondaria I grado","Emilia-Romagna","2009","totale",4849,
"numero di classi","valori assoluti","secondaria I grado","Emilia-Romagna","2010","totale",4972,
"numero di classi","valori assoluti","secondaria I grado","Emilia-Romagna","2011","totale",5001,
"numero di classi","valori assoluti","secondaria I grado","Emilia-Romagna","2012","totale",5063,
"numero di classi","valori assoluti","secondaria I grado","Emilia-Romagna","2013","totale",5113,
"numero di classi","valori assoluti","secondaria I grado","Emilia-Romagna","2014","totale",5183,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2009","totale",108017,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2010","totale",111877,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2011","totale",114019,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2012","totale",116711,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2013","totale",117659,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2014","totale",118460,
"iscritti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2009","totale",51786,
"iscritti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2010","totale",53405,
"iscritti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2011","totale",54512,
"iscritti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2012","totale",55690,
"iscritti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2013","totale",56530,
"iscritti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2014","totale",56745,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2009","totale",2792,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2010","totale",4099,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2011","totale",4190,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2012","totale",3877,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2013","totale",3328,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2014","totale",2984,
"ripetenti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2009","totale",839,
"ripetenti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2010","totale",1269,
"ripetenti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2011","totale",1359,
"ripetenti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2012","totale",1166,
"ripetenti - femmine","valori assoluti","secondaria I grado","Emilia-Romagna","2013","totale",1058,
