Tipo dato,Misura,Ordine scolastico,Tipo di scuola superiore,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Piemonte","2010","totale",388,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Piemonte","2011","totale",479,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Piemonte","2012","totale",540,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Piemonte","2013","totale",562,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Piemonte","2014","totale",610,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Piemonte","2009","totale",7,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Piemonte","2010","totale",5,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Piemonte","2011","totale",7,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Piemonte","2012","totale",7,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Piemonte","2013","totale",6,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Piemonte","2014","totale",10,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Piemonte","2009","totale",473,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Piemonte","2010","totale",445,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Piemonte","2011","totale",451,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Piemonte","2012","totale",486,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Piemonte","2013","totale",477,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Piemonte","2014","totale",457,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Piemonte","2009","totale",1294,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Piemonte","2010","totale",1463,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Piemonte","2011","totale",1635,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Piemonte","2012","totale",1667,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Piemonte","2013","totale",1910,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Piemonte","2014","totale",2042,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Piemonte","2009","totale",105,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Piemonte","2010","totale",108,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Piemonte","2011","totale",127,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Piemonte","2012","totale",107,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Piemonte","2013","totale",114,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Piemonte","2014","totale",103,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Piemonte","2009","totale",181,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Piemonte","2010","totale",188,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Piemonte","2011","totale",200,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Piemonte","2012","totale",215,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Piemonte","2013","totale",179,
"stranieri - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Piemonte","2014","totale",160,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Piemonte","2009","totale",864,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Piemonte","2010","totale",932,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Piemonte","2011","totale",1025,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Piemonte","2012","totale",1097,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Piemonte","2013","totale",1334,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo scientifico","Piemonte","2014","totale",1460,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Piemonte","2009","totale",292,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Piemonte","2010","totale",304,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Piemonte","2011","totale",341,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Piemonte","2012","totale",339,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Piemonte","2013","totale",411,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo classico","Piemonte","2014","totale",463,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Piemonte","2009","totale",19,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Piemonte","2010","totale",23,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Piemonte","2011","totale",23,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Piemonte","2012","totale",12,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Piemonte","2013","totale",16,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo linguistico","Piemonte","2014","totale",14,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Piemonte","2009","totale",66,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Piemonte","2010","totale",87,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Piemonte","2011","totale",85,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Piemonte","2012","totale",100,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Piemonte","2013","totale",111,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto d arte","Piemonte","2014","totale",118,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Piemonte","2009","totale",86,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Piemonte","2010","totale",107,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Piemonte","2011","totale",120,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Piemonte","2012","totale",164,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Piemonte","2013","totale",171,
"stranieri - femmine","valori assoluti","secondaria II grado","liceo artistico","Piemonte","2014","totale",200,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Piemonte","2009","totale",6383,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Piemonte","2010","totale",6946,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Piemonte","2011","totale",7473,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Piemonte","2012","totale",7746,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Piemonte","2013","totale",8287,
"stranieri - femmine","valori assoluti","secondaria II grado","totale","Piemonte","2014","totale",8588,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2009","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2010","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2011","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2012","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2013","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2014","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2009","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2010","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2011","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2012","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2013","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2014","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2009","totale",6,
"numero di scuole","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2010","totale",6,
"numero di scuole","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2011","totale",5,
"numero di scuole","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2012","totale",6,
"numero di scuole","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2013","totale",5,
"numero di scuole","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2014","totale",5,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2009","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2010","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2012","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2013","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2014","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2009","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2010","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2011","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2012","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2013","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2014","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2009","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2010","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2011","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2012","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2013","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2014","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2009","totale",3,
"numero di scuole","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2010","totale",3,
"numero di scuole","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2011","totale",2,
"numero di scuole","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2012","totale",3,
"numero di scuole","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2013","totale",3,
"numero di scuole","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2014","totale",3,
"numero di scuole","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2009","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2010","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2011","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2012","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2013","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2014","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2009","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2010","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2011","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2012","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2013","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2014","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2009","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2010","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2011","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2012","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2013","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2014","totale",1,
"numero di scuole","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2009","totale",19,
"numero di scuole","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2010","totale",19,
"numero di scuole","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2011","totale",14,
"numero di scuole","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2012","totale",19,
"numero di scuole","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2013","totale",17,
"numero di scuole","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2014","totale",17,
"numero di classi","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2009","totale",63,
"numero di classi","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2010","totale",62,
"numero di classi","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2011","totale",51,
"numero di classi","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2012","totale",64,
"numero di classi","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2013","totale",50,
"numero di classi","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2014","totale",51,
"numero di classi","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2009","totale",9,
"numero di classi","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2010","totale",11,
"numero di classi","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2011","totale",7,
"numero di classi","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2012","totale",10,
"numero di classi","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2013","totale",9,
"numero di classi","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2014","totale",11,
"numero di classi","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2009","totale",78,
"numero di classi","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2010","totale",78,
"numero di classi","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2011","totale",95,
"numero di classi","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2012","totale",85,
"numero di classi","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2013","totale",82,
"numero di classi","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2014","totale",81,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2009","totale",7,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2010","totale",8,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2012","totale",10,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2013","totale",11,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2014","totale",17,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2009","totale",26,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2010","totale",27,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2011","totale",21,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2012","totale",21,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2013","totale",22,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2014","totale",17,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2009","totale",16,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2010","totale",14,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2011","totale",15,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2012","totale",16,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2013","totale",15,
"numero di classi","valori assoluti","secondaria II grado","istituto tecnico per geometri","Valle d'Aosta / Vallée d'Aoste","2014","totale",22,
"numero di classi","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2009","totale",37,
"numero di classi","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2010","totale",35,
"numero di classi","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2011","totale",48,
"numero di classi","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2012","totale",32,
"numero di classi","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2013","totale",49,
"numero di classi","valori assoluti","secondaria II grado","liceo scientifico","Valle d'Aosta / Vallée d'Aoste","2014","totale",49,
"numero di classi","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2009","totale",12,
"numero di classi","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2010","totale",13,
"numero di classi","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2011","totale",15,
"numero di classi","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2012","totale",16,
"numero di classi","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2013","totale",19,
"numero di classi","valori assoluti","secondaria II grado","liceo classico","Valle d'Aosta / Vallée d'Aoste","2014","totale",19,
"numero di classi","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2009","totale",5,
"numero di classi","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2010","totale",6,
"numero di classi","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2011","totale",7,
"numero di classi","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2012","totale",8,
"numero di classi","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2013","totale",8,
"numero di classi","valori assoluti","secondaria II grado","liceo linguistico","Valle d'Aosta / Vallée d'Aoste","2014","totale",7,
"numero di classi","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2009","totale",11,
"numero di classi","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2010","totale",13,
"numero di classi","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2011","totale",13,
"numero di classi","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2012","totale",13,
"numero di classi","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2013","totale",14,
"numero di classi","valori assoluti","secondaria II grado","istituto d arte","Valle d'Aosta / Vallée d'Aoste","2014","totale",14,
"numero di classi","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2009","totale",264,
"numero di classi","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2010","totale",267,
"numero di classi","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2011","totale",272,
"numero di classi","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2012","totale",275,
"numero di classi","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2013","totale",279,
"numero di classi","valori assoluti","secondaria II grado","totale","Valle d'Aosta / Vallée d'Aoste","2014","totale",288,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2009","totale",1192,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2010","totale",1195,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2011","totale",1029,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2012","totale",1242,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2013","totale",958,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Valle d'Aosta / Vallée d'Aoste","2014","totale",965,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2009","totale",132,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2010","totale",140,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2011","totale",110,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2012","totale",150,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2013","totale",154,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Valle d'Aosta / Vallée d'Aoste","2014","totale",181,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2009","totale",1276,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2010","totale",1293,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2011","totale",1637,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2012","totale",1508,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2013","totale",1387,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Valle d'Aosta / Vallée d'Aoste","2014","totale",1460,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2009","totale",138,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2010","totale",123,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2012","totale",173,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2013","totale",201,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Valle d'Aosta / Vallée d'Aoste","2014","totale",251,
"iscritti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Valle d'Aosta / Vallée d'Aoste","2009","totale",506,
