Tipo dato,Misura,Ordine scolastico,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"numero di classi","valori assoluti","primaria","Puglia","2014","statale",9362,
"numero di classi","valori assoluti","primaria","Puglia","2010","non statale pubblica",25,
"numero di classi","valori assoluti","primaria","Basilicata","2010","pubblica",1559,
"numero di classi","valori assoluti","primaria","Basilicata","2011","pubblica",1542,
"numero di classi","valori assoluti","primaria","Basilicata","2012","pubblica",1480,
"numero di classi","valori assoluti","primaria","Basilicata","2013","pubblica",1424,
"numero di classi","valori assoluti","primaria","Basilicata","2014","pubblica",1406,
"numero di classi","valori assoluti","primaria","Basilicata","2010","privata",16,
"numero di classi","valori assoluti","primaria","Basilicata","2011","privata",15,
"numero di classi","valori assoluti","primaria","Basilicata","2012","privata",15,
"numero di classi","valori assoluti","primaria","Basilicata","2013","privata",15,
"numero di classi","valori assoluti","primaria","Basilicata","2014","privata",16,
"numero di classi","valori assoluti","primaria","Basilicata","2010","totale",1575,
"numero di classi","valori assoluti","primaria","Basilicata","2011","totale",1557,
"numero di classi","valori assoluti","primaria","Basilicata","2012","totale",1495,
"numero di classi","valori assoluti","primaria","Basilicata","2013","totale",1439,
"numero di classi","valori assoluti","primaria","Basilicata","2014","totale",1422,
"numero di classi","valori assoluti","primaria","Basilicata","2010","statale",1559,
"numero di classi","valori assoluti","primaria","Basilicata","2011","statale",1542,
"numero di classi","valori assoluti","primaria","Basilicata","2012","statale",1480,
"numero di classi","valori assoluti","primaria","Basilicata","2013","statale",1424,
"numero di classi","valori assoluti","primaria","Basilicata","2014","statale",1406,
"numero di classi","valori assoluti","primaria","Calabria","2010","pubblica",5737,
"numero di classi","valori assoluti","primaria","Calabria","2011","pubblica",5610,
"numero di classi","valori assoluti","primaria","Calabria","2012","pubblica",5447,
"numero di classi","valori assoluti","primaria","Calabria","2013","pubblica",5417,
"numero di classi","valori assoluti","primaria","Calabria","2014","pubblica",5440,
"numero di classi","valori assoluti","primaria","Calabria","2010","privata",169,
"numero di classi","valori assoluti","primaria","Calabria","2011","privata",158,
"numero di classi","valori assoluti","primaria","Calabria","2012","privata",159,
"numero di classi","valori assoluti","primaria","Calabria","2013","privata",168,
"numero di classi","valori assoluti","primaria","Calabria","2014","privata",164,
"numero di classi","valori assoluti","primaria","Calabria","2010","totale",5906,
"numero di classi","valori assoluti","primaria","Calabria","2011","totale",5768,
"numero di classi","valori assoluti","primaria","Calabria","2012","totale",5606,
"numero di classi","valori assoluti","primaria","Calabria","2013","totale",5585,
"numero di classi","valori assoluti","primaria","Calabria","2014","totale",5604,
"numero di classi","valori assoluti","primaria","Calabria","2010","statale",5737,
"numero di classi","valori assoluti","primaria","Calabria","2011","statale",5610,
"numero di classi","valori assoluti","primaria","Calabria","2012","statale",5447,
"numero di classi","valori assoluti","primaria","Calabria","2013","statale",5417,
"numero di classi","valori assoluti","primaria","Calabria","2014","statale",5440,
"numero di classi","valori assoluti","primaria","Isole","2010","pubblica",17244,
"numero di classi","valori assoluti","primaria","Isole","2011","pubblica",16917,
"numero di classi","valori assoluti","primaria","Isole","2012","pubblica",16512,
"numero di classi","valori assoluti","primaria","Isole","2013","pubblica",16441,
"numero di classi","valori assoluti","primaria","Isole","2014","pubblica",16366,
"numero di classi","valori assoluti","primaria","Isole","2010","privata",884,
"numero di classi","valori assoluti","primaria","Isole","2011","privata",904,
"numero di classi","valori assoluti","primaria","Isole","2012","privata",864,
"numero di classi","valori assoluti","primaria","Isole","2013","privata",848,
"numero di classi","valori assoluti","primaria","Isole","2014","privata",802,
"numero di classi","valori assoluti","primaria","Isole","2010","totale",18128,
"numero di classi","valori assoluti","primaria","Isole","2011","totale",17821,
"numero di classi","valori assoluti","primaria","Isole","2012","totale",17376,
"numero di classi","valori assoluti","primaria","Isole","2013","totale",17289,
"numero di classi","valori assoluti","primaria","Isole","2014","totale",17168,
"numero di classi","valori assoluti","primaria","Isole","2010","statale",17239,
"numero di classi","valori assoluti","primaria","Isole","2011","statale",16917,
"numero di classi","valori assoluti","primaria","Isole","2012","statale",16512,
"numero di classi","valori assoluti","primaria","Isole","2013","statale",16441,
"numero di classi","valori assoluti","primaria","Isole","2014","statale",16366,
"numero di classi","valori assoluti","primaria","Isole","2010","non statale pubblica",5,
"numero di classi","valori assoluti","primaria","Sicilia","2010","pubblica",13390,
"numero di classi","valori assoluti","primaria","Sicilia","2011","pubblica",13126,
"numero di classi","valori assoluti","primaria","Sicilia","2012","pubblica",12839,
"numero di classi","valori assoluti","primaria","Sicilia","2013","pubblica",12779,
"numero di classi","valori assoluti","primaria","Sicilia","2014","pubblica",12713,
"numero di classi","valori assoluti","primaria","Sicilia","2010","privata",760,
"numero di classi","valori assoluti","primaria","Sicilia","2011","privata",772,
"numero di classi","valori assoluti","primaria","Sicilia","2012","privata",737,
"numero di classi","valori assoluti","primaria","Sicilia","2013","privata",720,
"numero di classi","valori assoluti","primaria","Sicilia","2014","privata",676,
"numero di classi","valori assoluti","primaria","Sicilia","2010","totale",14150,
"numero di classi","valori assoluti","primaria","Sicilia","2011","totale",13898,
"numero di classi","valori assoluti","primaria","Sicilia","2012","totale",13576,
"numero di classi","valori assoluti","primaria","Sicilia","2013","totale",13499,
"numero di classi","valori assoluti","primaria","Sicilia","2014","totale",13389,
"numero di classi","valori assoluti","primaria","Sicilia","2010","statale",13390,
"numero di classi","valori assoluti","primaria","Sicilia","2011","statale",13126,
"numero di classi","valori assoluti","primaria","Sicilia","2012","statale",12839,
"numero di classi","valori assoluti","primaria","Sicilia","2013","statale",12779,
"numero di classi","valori assoluti","primaria","Sicilia","2014","statale",12713,
"numero di classi","valori assoluti","primaria","Sardegna","2010","pubblica",3854,
"numero di classi","valori assoluti","primaria","Sardegna","2011","pubblica",3791,
"numero di classi","valori assoluti","primaria","Sardegna","2012","pubblica",3673,
"numero di classi","valori assoluti","primaria","Sardegna","2013","pubblica",3662,
"numero di classi","valori assoluti","primaria","Sardegna","2014","pubblica",3653,
"numero di classi","valori assoluti","primaria","Sardegna","2010","privata",124,
"numero di classi","valori assoluti","primaria","Sardegna","2011","privata",132,
"numero di classi","valori assoluti","primaria","Sardegna","2012","privata",127,
"numero di classi","valori assoluti","primaria","Sardegna","2013","privata",128,
"numero di classi","valori assoluti","primaria","Sardegna","2014","privata",126,
"numero di classi","valori assoluti","primaria","Sardegna","2010","totale",3978,
"numero di classi","valori assoluti","primaria","Sardegna","2011","totale",3923,
"numero di classi","valori assoluti","primaria","Sardegna","2012","totale",3800,
"numero di classi","valori assoluti","primaria","Sardegna","2013","totale",3790,
"numero di classi","valori assoluti","primaria","Sardegna","2014","totale",3779,
"numero di classi","valori assoluti","primaria","Sardegna","2010","statale",3849,
"numero di classi","valori assoluti","primaria","Sardegna","2011","statale",3791,
"numero di classi","valori assoluti","primaria","Sardegna","2012","statale",3673,
"numero di classi","valori assoluti","primaria","Sardegna","2013","statale",3662,
"numero di classi","valori assoluti","primaria","Sardegna","2014","statale",3653,
"numero di classi","valori assoluti","primaria","Sardegna","2010","non statale pubblica",5,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2010","pubblica",2630400,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2011","pubblica",2626605,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2012","pubblica",2623660,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2013","pubblica",2633702,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2014","pubblica",2612538,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2010","privata",191746,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2011","privata",200959,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2012","privata",195074,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2013","privata",191698,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2014","privata",187015,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2010","totale",2822146,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2011","totale",2827564,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2012","totale",2818734,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2013","totale",2825400,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2014","totale",2799553,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2010","statale",2569375,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2011","statale",2573147,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2012","statale",2564914,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2013","statale",2574660,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2014","statale",2580696,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2010","non statale pubblica",61025,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2011","non statale pubblica",53458,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2012","non statale pubblica",58746,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2013","non statale pubblica",59042,
"iscritti - maschi e femmine","valori assoluti","primaria","Italia","2014","non statale pubblica",31842,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2010","pubblica",652490,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2011","pubblica",650623,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2012","pubblica",658571,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2013","pubblica",663766,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2014","pubblica",669409,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2010","privata",56727,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2011","privata",64017,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2012","privata",59475,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2013","privata",59209,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2014","privata",58199,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2010","totale",709217,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2011","totale",714640,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2012","totale",718046,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2013","totale",722975,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2014","totale",727608,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2010","statale",645973,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2011","statale",650623,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2012","statale",653108,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2013","statale",658022,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2014","statale",663563,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2010","non statale pubblica",6517,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2012","non statale pubblica",5463,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2013","non statale pubblica",5744,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-ovest","2014","non statale pubblica",5846,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2010","pubblica",178384,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2011","pubblica",178597,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2012","pubblica",178640,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2013","pubblica",179371,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2014","pubblica",180104,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2010","privata",10473,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2011","privata",11045,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2012","privata",11293,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2013","privata",11371,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2014","privata",11295,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2010","totale",188857,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2011","totale",189642,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2012","totale",189933,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2013","totale",190742,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2014","totale",191399,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2010","statale",177876,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2011","statale",178597,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2012","statale",178640,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2013","statale",179371,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2014","statale",180104,
"iscritti - maschi e femmine","valori assoluti","primaria","Piemonte","2010","non statale pubblica",508,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2010","pubblica",5456,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2012","pubblica",5463,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2013","pubblica",5505,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2014","pubblica",5606,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2010","privata",351,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2011","privata",5816,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2012","privata",356,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2013","privata",368,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2014","privata",375,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2010","totale",5807,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2011","totale",5816,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2012","totale",5819,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2013","totale",5873,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2014","totale",5981,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2010","non statale pubblica",5456,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2012","non statale pubblica",5463,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2013","non statale pubblica",5505,
"iscritti - maschi e femmine","valori assoluti","primaria","Valle d'Aosta / Vallée d'Aoste","2014","non statale pubblica",5606,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2010","pubblica",55535,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2011","pubblica",55447,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2012","pubblica",55575,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2013","pubblica",55495,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2014","pubblica",55443,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2010","privata",6189,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2011","privata",6579,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2012","privata",6544,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2013","privata",6374,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2014","privata",6123,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2010","totale",61724,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2011","totale",62026,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2012","totale",62119,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2013","totale",61869,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2014","totale",61566,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2010","statale",55216,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2011","statale",55447,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2012","statale",55575,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2013","statale",55495,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2014","statale",55443,
"iscritti - maschi e femmine","valori assoluti","primaria","Liguria","2010","non statale pubblica",319,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2010","pubblica",413115,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2011","pubblica",416579,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2012","pubblica",418893,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2013","pubblica",423395,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2014","pubblica",428256,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2010","privata",39714,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2011","privata",40577,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2012","privata",41282,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2013","privata",41096,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2014","privata",40406,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2010","totale",452829,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2011","totale",457156,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2012","totale",460175,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2013","totale",464491,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2014","totale",468662,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2010","statale",412881,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2011","statale",416579,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2012","statale",418893,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2013","statale",423156,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2014","statale",428016,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2010","non statale pubblica",234,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2013","non statale pubblica",239,
"iscritti - maschi e femmine","valori assoluti","primaria","Lombardia","2014","non statale pubblica",240,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","pubblica",497069,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","pubblica",500761,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","pubblica",502301,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","pubblica",506548,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","pubblica",481808,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","privata",27508,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","privata",28491,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","privata",28839,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","privata",28632,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","privata",28161,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","totale",524577,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","totale",529252,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","totale",531140,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","totale",535180,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","totale",509969,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","statale",443819,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","statale",447303,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","statale",449232,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","statale",453480,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","statale",456023,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2010","non statale pubblica",53250,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2011","non statale pubblica",53458,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2012","non statale pubblica",53069,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2013","non statale pubblica",53068,
"iscritti - maschi e femmine","valori assoluti","primaria","Nord-est","2014","non statale pubblica",25785,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2010","pubblica",52840,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2011","pubblica",53458,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2012","pubblica",53069,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2013","pubblica",53068,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2014","pubblica",25785,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2010","privata",1529,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2011","privata",1216,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2012","privata",1617,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2013","privata",1574,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2014","privata",1243,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2010","totale",54369,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2011","totale",54674,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2012","totale",54686,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2013","totale",54642,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2014","totale",27028,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2010","non statale pubblica",52840,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2011","non statale pubblica",53458,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2012","non statale pubblica",53069,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2013","non statale pubblica",53068,
"iscritti - maschi e femmine","valori assoluti","primaria","Trentino Alto Adige / Südtirol","2014","non statale pubblica",25785,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2011","pubblica",27520,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2012","pubblica",27177,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2013","pubblica",27215,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2012","privata",367,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2013","privata",341,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2011","totale",27520,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2012","totale",27544,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2013","totale",27556,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2011","non statale pubblica",27520,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2012","non statale pubblica",27177,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Bolzano / Bozen","2013","non statale pubblica",27215,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2011","pubblica",25938,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2012","pubblica",25892,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2013","pubblica",25853,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2014","pubblica",25785,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2011","privata",1216,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2012","privata",1250,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2013","privata",1233,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2014","privata",1243,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2011","totale",27154,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2012","totale",27142,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2013","totale",27086,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2014","totale",27028,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2011","non statale pubblica",25938,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2012","non statale pubblica",25892,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2013","non statale pubblica",25853,
"iscritti - maschi e femmine","valori assoluti","primaria","Provincia Autonoma Trento","2014","non statale pubblica",25785,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2010","pubblica",217134,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2011","pubblica",217830,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2012","pubblica",218194,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2013","pubblica",219721,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2014","pubblica",219780,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2010","privata",12414,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2011","privata",13417,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2012","privata",13163,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2013","privata",13067,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2014","privata",12914,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2010","totale",229548,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2011","totale",231247,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2012","totale",231357,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2013","totale",232788,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2014","totale",232694,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2010","statale",216724,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2011","statale",217830,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2012","statale",218194,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2013","statale",219721,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2014","statale",219780,
"iscritti - maschi e femmine","valori assoluti","primaria","Veneto","2010","non statale pubblica",410,
"iscritti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2010","pubblica",48641,
"iscritti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2011","pubblica",48855,
"iscritti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2012","pubblica",48841,
"iscritti - maschi e femmine","valori assoluti","primaria","Friuli-Venezia Giulia","2013","pubblica",49127,
