Tipo dato,Misura,Ordine scolastico,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"iscritti - maschi e femmine","valori assoluti","infanzia","Sicilia","2012","non statale pubblica",8340,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sicilia","2013","non statale pubblica",8085,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sicilia","2014","non statale pubblica",7052,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2010","pubblica",28965,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2011","pubblica",29511,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2012","pubblica",29623,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2013","pubblica",29958,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2014","pubblica",30023,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2010","privata",12633,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2011","privata",12575,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2012","privata",12340,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2013","privata",11902,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2014","privata",11748,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2010","totale",41598,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2011","totale",42086,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2012","totale",41963,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2013","totale",41860,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2014","totale",41771,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2010","statale",28521,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2011","statale",28951,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2012","statale",29044,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2013","statale",29362,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2014","statale",29335,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2010","non statale pubblica",444,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2011","non statale pubblica",560,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2012","non statale pubblica",579,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2013","non statale pubblica",596,
"iscritti - maschi e femmine","valori assoluti","infanzia","Sardegna","2014","non statale pubblica",688,
"iscritti - femmine","valori assoluti","infanzia","Italia","2010","pubblica",564182,
"iscritti - femmine","valori assoluti","infanzia","Italia","2011","pubblica",567174,
"iscritti - femmine","valori assoluti","infanzia","Italia","2012","pubblica",572041,
"iscritti - femmine","valori assoluti","infanzia","Italia","2013","pubblica",571368,
"iscritti - femmine","valori assoluti","infanzia","Italia","2014","pubblica",558698,
"iscritti - femmine","valori assoluti","infanzia","Italia","2010","privata",244524,
"iscritti - femmine","valori assoluti","infanzia","Italia","2011","privata",244441,
"iscritti - femmine","valori assoluti","infanzia","Italia","2012","privata",243615,
"iscritti - femmine","valori assoluti","infanzia","Italia","2013","privata",240092,
"iscritti - femmine","valori assoluti","infanzia","Italia","2014","privata",231415,
"iscritti - femmine","valori assoluti","infanzia","Italia","2010","totale",808706,
"iscritti - femmine","valori assoluti","infanzia","Italia","2011","totale",811615,
"iscritti - femmine","valori assoluti","infanzia","Italia","2012","totale",815656,
"iscritti - femmine","valori assoluti","infanzia","Italia","2013","totale",811460,
"iscritti - femmine","valori assoluti","infanzia","Italia","2014","totale",790113,
"iscritti - femmine","valori assoluti","infanzia","Italia","2010","statale",477411,
"iscritti - femmine","valori assoluti","infanzia","Italia","2011","statale",482399,
"iscritti - femmine","valori assoluti","infanzia","Italia","2012","statale",487841,
"iscritti - femmine","valori assoluti","infanzia","Italia","2013","statale",488112,
"iscritti - femmine","valori assoluti","infanzia","Italia","2014","statale",485366,
"iscritti - femmine","valori assoluti","infanzia","Italia","2010","non statale pubblica",86771,
"iscritti - femmine","valori assoluti","infanzia","Italia","2011","non statale pubblica",84775,
"iscritti - femmine","valori assoluti","infanzia","Italia","2012","non statale pubblica",84200,
"iscritti - femmine","valori assoluti","infanzia","Italia","2013","non statale pubblica",83256,
"iscritti - femmine","valori assoluti","infanzia","Italia","2014","non statale pubblica",73332,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2010","pubblica",126166,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2011","pubblica",127118,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2012","pubblica",128757,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2013","pubblica",129136,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2014","pubblica",128528,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2010","privata",79795,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2011","privata",80433,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2012","privata",80988,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2013","privata",80170,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2014","privata",78477,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2010","totale",205961,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2011","totale",207551,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2012","totale",209745,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2013","totale",209306,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2014","totale",207005,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2010","statale",99881,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2011","statale",101350,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2012","statale",102692,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2013","statale",103041,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2014","statale",102656,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2010","non statale pubblica",26285,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2011","non statale pubblica",25768,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2012","non statale pubblica",26065,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2013","non statale pubblica",26095,
"iscritti - femmine","valori assoluti","infanzia","Nord-ovest","2014","non statale pubblica",25872,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2010","pubblica",38752,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2011","pubblica",39190,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2012","pubblica",39628,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2013","pubblica",39963,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2014","pubblica",39503,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2010","privata",15569,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2011","privata",15761,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2012","privata",15825,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2013","privata",15693,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2014","privata",15385,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2010","totale",54321,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2011","totale",54951,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2012","totale",55453,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2013","totale",55656,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2014","totale",54888,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2010","statale",34079,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2011","statale",34477,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2012","statale",34981,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2013","statale",35313,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2014","statale",34992,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2010","non statale pubblica",4673,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2011","non statale pubblica",4713,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2012","non statale pubblica",4647,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2013","non statale pubblica",4650,
"iscritti - femmine","valori assoluti","infanzia","Piemonte","2014","non statale pubblica",4511,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2010","pubblica",1459,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2011","pubblica",1455,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2012","pubblica",1497,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2013","pubblica",1534,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2014","pubblica",1521,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2010","privata",262,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2011","privata",263,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2012","privata",279,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2013","privata",246,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2014","privata",243,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2010","totale",1721,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2011","totale",1718,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2012","totale",1776,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2013","totale",1780,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2014","totale",1764,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2010","non statale pubblica",1459,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2011","non statale pubblica",1455,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2012","non statale pubblica",1497,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2013","non statale pubblica",1534,
"iscritti - femmine","valori assoluti","infanzia","Valle d'Aosta / Vallée d'Aoste","2014","non statale pubblica",1521,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2010","pubblica",12796,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2011","pubblica",12710,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2012","pubblica",12827,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2013","pubblica",12859,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2014","pubblica",12860,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2010","privata",5225,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2011","privata",5156,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2012","privata",5182,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2013","privata",4984,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2014","privata",4852,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2010","totale",18021,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2011","totale",17866,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2012","totale",18009,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2013","totale",17843,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2014","totale",17712,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2010","statale",9924,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2011","statale",9976,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2012","statale",10087,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2013","statale",10135,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2014","statale",10148,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2010","non statale pubblica",2872,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2011","non statale pubblica",2734,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2012","non statale pubblica",2740,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2013","non statale pubblica",2724,
"iscritti - femmine","valori assoluti","infanzia","Liguria","2014","non statale pubblica",2712,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2010","pubblica",73159,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2011","pubblica",73763,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2012","pubblica",74805,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2013","pubblica",74780,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2014","pubblica",74644,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2010","privata",58739,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2011","privata",59253,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2012","privata",59702,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2013","privata",59247,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2014","privata",57997,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2010","totale",131898,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2011","totale",133016,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2012","totale",134507,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2013","totale",134027,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2014","totale",132641,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2010","statale",55878,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2011","statale",56897,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2012","statale",57624,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2013","statale",57593,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2014","statale",57516,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2010","non statale pubblica",17281,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2011","non statale pubblica",16866,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2012","non statale pubblica",17181,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2013","non statale pubblica",17187,
"iscritti - femmine","valori assoluti","infanzia","Lombardia","2014","non statale pubblica",17128,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2010","pubblica",80447,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2011","pubblica",81210,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2012","pubblica",82165,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2013","pubblica",81837,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2014","pubblica",74404,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2010","privata",71731,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2011","privata",71794,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2012","privata",72195,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2013","privata",72140,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2014","privata",70172,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2010","totale",152178,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2011","totale",153004,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2012","totale",154360,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2013","totale",153977,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2014","totale",144576,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2010","statale",55179,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2011","statale",56208,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2012","statale",57071,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2013","statale",57141,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2014","statale",57798,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2010","non statale pubblica",25268,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2011","non statale pubblica",25002,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2012","non statale pubblica",25094,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2013","non statale pubblica",24696,
"iscritti - femmine","valori assoluti","infanzia","Nord-est","2014","non statale pubblica",16606,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2010","pubblica",10529,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2011","pubblica",10591,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2012","pubblica",10738,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2013","pubblica",10704,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2014","pubblica",3003,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2010","privata",5045,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2011","privata",4991,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2012","privata",5042,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2013","privata",5081,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2014","privata",4987,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2010","totale",15574,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2011","totale",15582,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2012","totale",15780,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2013","totale",15785,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2014","totale",7990,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2010","non statale pubblica",10529,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2011","non statale pubblica",10591,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2012","non statale pubblica",10738,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2013","non statale pubblica",10704,
"iscritti - femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2014","non statale pubblica",3003,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2011","pubblica",7703,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2012","pubblica",7806,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2013","pubblica",7727,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2011","privata",86,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2012","privata",67,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2013","privata",66,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2011","totale",7789,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2012","totale",7873,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2013","totale",7793,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2011","non statale pubblica",7703,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2012","non statale pubblica",7806,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2013","non statale pubblica",7727,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2011","pubblica",2888,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2012","pubblica",2932,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2013","pubblica",2977,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2014","pubblica",3003,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2011","privata",4905,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2012","privata",4975,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2013","privata",5015,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2014","privata",4987,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2011","totale",7793,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2012","totale",7907,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2013","totale",7992,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2014","totale",7990,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2011","non statale pubblica",2888,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2012","non statale pubblica",2932,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2013","non statale pubblica",2977,
"iscritti - femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2014","non statale pubblica",3003,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2010","pubblica",24560,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2011","pubblica",24854,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2012","pubblica",25449,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2013","pubblica",25725,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2014","pubblica",25750,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2010","privata",42568,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2011","privata",42416,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2012","privata",42280,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2013","privata",41557,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2014","privata",40300,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2010","totale",67128,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2011","totale",67270,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2012","totale",67729,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2013","totale",67282,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2014","totale",66050,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2010","statale",21404,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2011","statale",21774,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2012","statale",22303,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2013","statale",22486,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2014","statale",22611,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2010","non statale pubblica",3156,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2011","non statale pubblica",3080,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2012","non statale pubblica",3146,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2013","non statale pubblica",3239,
"iscritti - femmine","valori assoluti","infanzia","Veneto","2014","non statale pubblica",3139,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","pubblica",9847,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","pubblica",9930,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","pubblica",9939,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","pubblica",9866,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","pubblica",9909,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","privata",5324,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","privata",5388,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","privata",5311,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","privata",5257,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","privata",5079,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","totale",15171,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","totale",15318,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","totale",15250,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","totale",15123,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","totale",14988,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","statale",8547,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","statale",8625,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","statale",8695,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","statale",8602,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","statale",8648,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","non statale pubblica",1300,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","non statale pubblica",1305,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","non statale pubblica",1244,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","non statale pubblica",1264,
"iscritti - femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","non statale pubblica",1261,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2010","pubblica",35511,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2011","pubblica",35835,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2012","pubblica",36039,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2013","pubblica",35542,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2014","pubblica",35742,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2010","privata",18794,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2011","privata",18999,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2012","privata",19562,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2013","privata",20245,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2014","privata",19806,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2010","totale",54305,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2011","totale",54834,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2012","totale",55601,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2013","totale",55787,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2014","totale",55548,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2010","statale",25228,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2011","statale",25809,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2012","statale",26073,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2013","statale",26053,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2014","statale",26539,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2010","non statale pubblica",10283,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2011","non statale pubblica",10026,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2012","non statale pubblica",9966,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2013","non statale pubblica",9489,
"iscritti - femmine","valori assoluti","infanzia","Emilia-Romagna","2014","non statale pubblica",9203,
"iscritti - femmine","valori assoluti","infanzia","Centro","2010","pubblica",121786,
"iscritti - femmine","valori assoluti","infanzia","Centro","2011","pubblica",122309,
"iscritti - femmine","valori assoluti","infanzia","Centro","2012","pubblica",124142,
