"TIME","GEO","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2014","Italy","Age reached during the year","81 years","Number","Females","119",""
"2014","Italy","Age reached during the year","82 years","Number","Total","176",""
"2014","Italy","Age reached during the year","82 years","Number","Males","87",""
"2014","Italy","Age reached during the year","82 years","Number","Females","89",""
"2014","Italy","Age reached during the year","83 years","Number","Total","133",""
"2014","Italy","Age reached during the year","83 years","Number","Males","62",""
"2014","Italy","Age reached during the year","83 years","Number","Females","71",""
"2014","Italy","Age reached during the year","84 years","Number","Total","165",""
"2014","Italy","Age reached during the year","84 years","Number","Males","62",""
"2014","Italy","Age reached during the year","84 years","Number","Females","103",""
"2014","Italy","Age reached during the year","85 years","Number","Total","109",""
"2014","Italy","Age reached during the year","85 years","Number","Males","44",""
"2014","Italy","Age reached during the year","85 years","Number","Females","65",""
"2014","Italy","Age reached during the year","86 years","Number","Total","108",""
"2014","Italy","Age reached during the year","86 years","Number","Males","42",""
"2014","Italy","Age reached during the year","86 years","Number","Females","66",""
"2014","Italy","Age reached during the year","87 years","Number","Total","81",""
"2014","Italy","Age reached during the year","87 years","Number","Males","28",""
"2014","Italy","Age reached during the year","87 years","Number","Females","53",""
"2014","Italy","Age reached during the year","88 years","Number","Total","53",""
"2014","Italy","Age reached during the year","88 years","Number","Males","25",""
"2014","Italy","Age reached during the year","88 years","Number","Females","28",""
"2014","Italy","Age reached during the year","89 years","Number","Total","65",""
"2014","Italy","Age reached during the year","89 years","Number","Males","23",""
"2014","Italy","Age reached during the year","89 years","Number","Females","42",""
"2014","Italy","Age reached during the year","90 years","Number","Total","50",""
"2014","Italy","Age reached during the year","90 years","Number","Males","14",""
"2014","Italy","Age reached during the year","90 years","Number","Females","36",""
"2014","Italy","Age reached during the year","91 years","Number","Total","34",""
"2014","Italy","Age reached during the year","91 years","Number","Males","14",""
"2014","Italy","Age reached during the year","91 years","Number","Females","20",""
"2014","Italy","Age reached during the year","92 years","Number","Total","21",""
"2014","Italy","Age reached during the year","92 years","Number","Males","11",""
"2014","Italy","Age reached during the year","92 years","Number","Females","10",""
"2014","Italy","Age reached during the year","93 years","Number","Total","22",""
"2014","Italy","Age reached during the year","93 years","Number","Males","5",""
"2014","Italy","Age reached during the year","93 years","Number","Females","17",""
"2014","Italy","Age reached during the year","94 years","Number","Total","13",""
"2014","Italy","Age reached during the year","94 years","Number","Males","2",""
"2014","Italy","Age reached during the year","94 years","Number","Females","11",""
"2014","Italy","Age reached during the year","95 years","Number","Total","4",""
"2014","Italy","Age reached during the year","95 years","Number","Males","2",""
"2014","Italy","Age reached during the year","95 years","Number","Females","2",""
"2014","Italy","Age reached during the year","96 years","Number","Total","5",""
"2014","Italy","Age reached during the year","96 years","Number","Males","2",""
"2014","Italy","Age reached during the year","96 years","Number","Females","3",""
"2014","Italy","Age reached during the year","97 years","Number","Total","7",""
"2014","Italy","Age reached during the year","97 years","Number","Males","1",""
"2014","Italy","Age reached during the year","97 years","Number","Females","6",""
"2014","Italy","Age reached during the year","98 years","Number","Total","2",""
"2014","Italy","Age reached during the year","98 years","Number","Males","0",""
"2014","Italy","Age reached during the year","98 years","Number","Females","2",""
"2014","Italy","Age reached during the year","99 years","Number","Total","1",""
"2014","Italy","Age reached during the year","99 years","Number","Males","0",""
"2014","Italy","Age reached during the year","99 years","Number","Females","1",""
"2014","Italy","Age reached during the year","100 years or over","Number","Total","5",""
"2014","Italy","Age reached during the year","100 years or over","Number","Males","3",""
"2014","Italy","Age reached during the year","100 years or over","Number","Females","2",""
"2014","Italy","Age reached during the year","Unknown","Number","Total","0",""
"2014","Italy","Age reached during the year","Unknown","Number","Males","0",""
"2014","Italy","Age reached during the year","Unknown","Number","Females","0",""
"2015","Italy","Age reached during the year","Total","Number","Total","280,078",""
"2015","Italy","Age reached during the year","Total","Number","Males","151,002",""
"2015","Italy","Age reached during the year","Total","Number","Females","129,076",""
"2015","Italy","Age reached during the year","Less than 1 year","Number","Total","1,035",""
"2015","Italy","Age reached during the year","Less than 1 year","Number","Males","543",""
"2015","Italy","Age reached during the year","Less than 1 year","Number","Females","492",""
"2015","Italy","Age reached during the year","1 year","Number","Total","2,675",""
"2015","Italy","Age reached during the year","1 year","Number","Males","1,403",""
"2015","Italy","Age reached during the year","1 year","Number","Females","1,272",""
"2015","Italy","Age reached during the year","2 years","Number","Total","3,124",""
"2015","Italy","Age reached during the year","2 years","Number","Males","1,627",""
"2015","Italy","Age reached during the year","2 years","Number","Females","1,497",""
"2015","Italy","Age reached during the year","3 years","Number","Total","2,997",""
"2015","Italy","Age reached during the year","3 years","Number","Males","1,534",""
"2015","Italy","Age reached during the year","3 years","Number","Females","1,463",""
"2015","Italy","Age reached during the year","4 years","Number","Total","2,761",""
"2015","Italy","Age reached during the year","4 years","Number","Males","1,441",""
"2015","Italy","Age reached during the year","4 years","Number","Females","1,320",""
"2015","Italy","Age reached during the year","5 years","Number","Total","2,559",""
"2015","Italy","Age reached during the year","5 years","Number","Males","1,342",""
"2015","Italy","Age reached during the year","5 years","Number","Females","1,217",""
"2015","Italy","Age reached during the year","6 years","Number","Total","2,582",""
"2015","Italy","Age reached during the year","6 years","Number","Males","1,388",""
"2015","Italy","Age reached during the year","6 years","Number","Females","1,194",""
"2015","Italy","Age reached during the year","7 years","Number","Total","2,430",""
"2015","Italy","Age reached during the year","7 years","Number","Males","1,248",""
"2015","Italy","Age reached during the year","7 years","Number","Females","1,182",""
"2015","Italy","Age reached during the year","8 years","Number","Total","2,368",""
"2015","Italy","Age reached during the year","8 years","Number","Males","1,233",""
"2015","Italy","Age reached during the year","8 years","Number","Females","1,135",""
"2015","Italy","Age reached during the year","9 years","Number","Total","2,311",""
"2015","Italy","Age reached during the year","9 years","Number","Males","1,234",""
"2015","Italy","Age reached during the year","9 years","Number","Females","1,077",""
"2015","Italy","Age reached during the year","10 years","Number","Total","2,239",""
"2015","Italy","Age reached during the year","10 years","Number","Males","1,136",""
"2015","Italy","Age reached during the year","10 years","Number","Females","1,103",""
"2015","Italy","Age reached during the year","11 years","Number","Total","2,328",""
"2015","Italy","Age reached during the year","11 years","Number","Males","1,241",""
"2015","Italy","Age reached during the year","11 years","Number","Females","1,087",""
"2015","Italy","Age reached during the year","12 years","Number","Total","2,160",""
"2015","Italy","Age reached during the year","12 years","Number","Males","1,176",""
"2015","Italy","Age reached during the year","12 years","Number","Females","984",""
"2015","Italy","Age reached during the year","13 years","Number","Total","2,204",""
"2015","Italy","Age reached during the year","13 years","Number","Males","1,194",""
"2015","Italy","Age reached during the year","13 years","Number","Females","1,010",""
"2015","Italy","Age reached during the year","14 years","Number","Total","2,281",""
"2015","Italy","Age reached during the year","14 years","Number","Males","1,251",""
"2015","Italy","Age reached during the year","14 years","Number","Females","1,030",""
"2015","Italy","Age reached during the year","15 years","Number","Total","2,482",""
"2015","Italy","Age reached during the year","15 years","Number","Males","1,378",""
"2015","Italy","Age reached during the year","15 years","Number","Females","1,104",""
"2015","Italy","Age reached during the year","16 years","Number","Total","2,610",""
"2015","Italy","Age reached during the year","16 years","Number","Males","1,554",""
"2015","Italy","Age reached during the year","16 years","Number","Females","1,056",""
"2015","Italy","Age reached during the year","17 years","Number","Total","3,341",""
"2015","Italy","Age reached during the year","17 years","Number","Males","2,221",""
"2015","Italy","Age reached during the year","17 years","Number","Females","1,120",""
"2015","Italy","Age reached during the year","18 years","Number","Total","6,265",""
"2015","Italy","Age reached during the year","18 years","Number","Males","4,776",""
"2015","Italy","Age reached during the year","18 years","Number","Females","1,489",""
"2015","Italy","Age reached during the year","19 years","Number","Total","7,816",""
"2015","Italy","Age reached during the year","19 years","Number","Males","5,599",""
"2015","Italy","Age reached during the year","19 years","Number","Females","2,217",""
"2015","Italy","Age reached during the year","20 years","Number","Total","6,983",""
"2015","Italy","Age reached during the year","20 years","Number","Males","4,445",""
"2015","Italy","Age reached during the year","20 years","Number","Females","2,538",""
"2015","Italy","Age reached during the year","21 years","Number","Total","7,085",""
"2015","Italy","Age reached during the year","21 years","Number","Males","4,304",""
"2015","Italy","Age reached during the year","21 years","Number","Females","2,781",""
"2015","Italy","Age reached during the year","22 years","Number","Total","6,643",""
"2015","Italy","Age reached during the year","22 years","Number","Males","3,676",""
"2015","Italy","Age reached during the year","22 years","Number","Females","2,967",""
"2015","Italy","Age reached during the year","23 years","Number","Total","8,060",""
"2015","Italy","Age reached during the year","23 years","Number","Males","4,480",""
"2015","Italy","Age reached during the year","23 years","Number","Females","3,580",""
"2015","Italy","Age reached during the year","24 years","Number","Total","7,844",""
"2015","Italy","Age reached during the year","24 years","Number","Males","4,154",""
"2015","Italy","Age reached during the year","24 years","Number","Females","3,690",""
"2015","Italy","Age reached during the year","25 years","Number","Total","9,802",""
"2015","Italy","Age reached during the year","25 years","Number","Males","5,565",""
"2015","Italy","Age reached during the year","25 years","Number","Females","4,237",""
"2015","Italy","Age reached during the year","26 years","Number","Total","9,862",""
"2015","Italy","Age reached during the year","26 years","Number","Males","5,489",""
"2015","Italy","Age reached during the year","26 years","Number","Females","4,373",""
"2015","Italy","Age reached during the year","27 years","Number","Total","10,248",""
"2015","Italy","Age reached during the year","27 years","Number","Males","5,877",""
"2015","Italy","Age reached during the year","27 years","Number","Females","4,371",""
"2015","Italy","Age reached during the year","28 years","Number","Total","9,724",""
"2015","Italy","Age reached during the year","28 years","Number","Males","5,585",""
"2015","Italy","Age reached during the year","28 years","Number","Females","4,139",""
"2015","Italy","Age reached during the year","29 years","Number","Total","9,426",""
"2015","Italy","Age reached during the year","29 years","Number","Males","5,484",""
"2015","Italy","Age reached during the year","29 years","Number","Females","3,942",""
"2015","Italy","Age reached during the year","30 years","Number","Total","8,889",""
"2015","Italy","Age reached during the year","30 years","Number","Males","5,196",""
"2015","Italy","Age reached during the year","30 years","Number","Females","3,693",""
"2015","Italy","Age reached during the year","31 years","Number","Total","8,183",""
"2015","Italy","Age reached during the year","31 years","Number","Males","4,730",""
"2015","Italy","Age reached during the year","31 years","Number","Females","3,453",""
"2015","Italy","Age reached during the year","32 years","Number","Total","7,446",""
"2015","Italy","Age reached during the year","32 years","Number","Males","4,301",""
"2015","Italy","Age reached during the year","32 years","Number","Females","3,145",""
"2015","Italy","Age reached during the year","33 years","Number","Total","7,101",""
"2015","Italy","Age reached during the year","33 years","Number","Males","4,185",""
"2015","Italy","Age reached during the year","33 years","Number","Females","2,916",""
"2015","Italy","Age reached during the year","34 years","Number","Total","6,386",""
"2015","Italy","Age reached during the year","34 years","Number","Males","3,697",""
"2015","Italy","Age reached during the year","34 years","Number","Females","2,689",""
"2015","Italy","Age reached during the year","35 years","Number","Total","6,521",""
"2015","Italy","Age reached during the year","35 years","Number","Males","3,814",""
"2015","Italy","Age reached during the year","35 years","Number","Females","2,707",""
"2015","Italy","Age reached during the year","36 years","Number","Total","5,612",""
"2015","Italy","Age reached during the year","36 years","Number","Males","3,263",""
"2015","Italy","Age reached during the year","36 years","Number","Females","2,349",""
"2015","Italy","Age reached during the year","37 years","Number","Total","5,378",""
"2015","Italy","Age reached during the year","37 years","Number","Males","3,020",""
"2015","Italy","Age reached during the year","37 years","Number","Females","2,358",""
"2015","Italy","Age reached during the year","38 years","Number","Total","5,055",""
"2015","Italy","Age reached during the year","38 years","Number","Males","2,772",""
"2015","Italy","Age reached during the year","38 years","Number","Females","2,283",""
"2015","Italy","Age reached during the year","39 years","Number","Total","4,634",""
"2015","Italy","Age reached during the year","39 years","Number","Males","2,471",""
"2015","Italy","Age reached during the year","39 years","Number","Females","2,163",""
"2015","Italy","Age reached during the year","40 years","Number","Total","4,428",""
"2015","Italy","Age reached during the year","40 years","Number","Males","2,351",""
"2015","Italy","Age reached during the year","40 years","Number","Females","2,077",""
"2015","Italy","Age reached during the year","41 years","Number","Total","4,049",""
"2015","Italy","Age reached during the year","41 years","Number","Males","2,110",""
"2015","Italy","Age reached during the year","41 years","Number","Females","1,939",""
"2015","Italy","Age reached during the year","42 years","Number","Total","3,692",""
"2015","Italy","Age reached during the year","42 years","Number","Males","1,819",""
"2015","Italy","Age reached during the year","42 years","Number","Females","1,873",""
"2015","Italy","Age reached during the year","43 years","Number","Total","3,465",""
"2015","Italy","Age reached during the year","43 years","Number","Males","1,745",""
"2015","Italy","Age reached during the year","43 years","Number","Females","1,720",""
"2015","Italy","Age reached during the year","44 years","Number","Total","3,346",""
"2015","Italy","Age reached during the year","44 years","Number","Males","1,594",""
"2015","Italy","Age reached during the year","44 years","Number","Females","1,752",""
"2015","Italy","Age reached during the year","45 years","Number","Total","3,206",""
"2015","Italy","Age reached during the year","45 years","Number","Males","1,488",""
"2015","Italy","Age reached during the year","45 years","Number","Females","1,718",""
"2015","Italy","Age reached during the year","46 years","Number","Total","3,073",""
"2015","Italy","Age reached during the year","46 years","Number","Males","1,396",""
"2015","Italy","Age reached during the year","46 years","Number","Females","1,677",""
"2015","Italy","Age reached during the year","47 years","Number","Total","3,132",""
"2015","Italy","Age reached during the year","47 years","Number","Males","1,336",""
"2015","Italy","Age reached during the year","47 years","Number","Females","1,796",""
"2015","Italy","Age reached during the year","48 years","Number","Total","2,822",""
"2015","Italy","Age reached during the year","48 years","Number","Males","1,111",""
"2015","Italy","Age reached during the year","48 years","Number","Females","1,711",""
"2015","Italy","Age reached during the year","49 years","Number","Total","2,359",""
"2015","Italy","Age reached during the year","49 years","Number","Males","961",""
"2015","Italy","Age reached during the year","49 years","Number","Females","1,398",""
"2015","Italy","Age reached during the year","50 years","Number","Total","2,235",""
"2015","Italy","Age reached during the year","50 years","Number","Males","904",""
"2015","Italy","Age reached during the year","50 years","Number","Females","1,331",""
"2015","Italy","Age reached during the year","51 years","Number","Total","2,193",""
"2015","Italy","Age reached during the year","51 years","Number","Males","865",""
"2015","Italy","Age reached during the year","51 years","Number","Females","1,328",""
"2015","Italy","Age reached during the year","52 years","Number","Total","2,077",""
"2015","Italy","Age reached during the year","52 years","Number","Males","732",""
"2015","Italy","Age reached during the year","52 years","Number","Females","1,345",""
"2015","Italy","Age reached during the year","53 years","Number","Total","2,015",""
"2015","Italy","Age reached during the year","53 years","Number","Males","721",""
"2015","Italy","Age reached during the year","53 years","Number","Females","1,294",""
"2015","Italy","Age reached during the year","54 years","Number","Total","1,829",""
"2015","Italy","Age reached during the year","54 years","Number","Males","631",""
"2015","Italy","Age reached during the year","54 years","Number","Females","1,198",""
"2015","Italy","Age reached during the year","55 years","Number","Total","1,958",""
"2015","Italy","Age reached during the year","55 years","Number","Males","631",""
"2015","Italy","Age reached during the year","55 years","Number","Females","1,327",""
"2015","Italy","Age reached during the year","56 years","Number","Total","1,776",""
"2015","Italy","Age reached during the year","56 years","Number","Males","563",""
"2015","Italy","Age reached during the year","56 years","Number","Females","1,213",""
"2015","Italy","Age reached during the year","57 years","Number","Total","1,716",""
"2015","Italy","Age reached during the year","57 years","Number","Males","524",""
"2015","Italy","Age reached during the year","57 years","Number","Females","1,192",""
"2015","Italy","Age reached during the year","58 years","Number","Total","1,653",""
"2015","Italy","Age reached during the year","58 years","Number","Males","560",""
"2015","Italy","Age reached during the year","58 years","Number","Females","1,093",""
"2015","Italy","Age reached during the year","59 years","Number","Total","1,673",""
"2015","Italy","Age reached during the year","59 years","Number","Males","545",""
"2015","Italy","Age reached during the year","59 years","Number","Females","1,128",""
"2015","Italy","Age reached during the year","60 years","Number","Total","1,486",""
"2015","Italy","Age reached during the year","60 years","Number","Males","516",""
"2015","Italy","Age reached during the year","60 years","Number","Females","970",""
"2015","Italy","Age reached during the year","61 years","Number","Total","1,395",""
"2015","Italy","Age reached during the year","61 years","Number","Males","501",""
"2015","Italy","Age reached during the year","61 years","Number","Females","894",""
"2015","Italy","Age reached during the year","62 years","Number","Total","1,305",""
"2015","Italy","Age reached during the year","62 years","Number","Males","492",""
"2015","Italy","Age reached during the year","62 years","Number","Females","813",""
"2015","Italy","Age reached during the year","63 years","Number","Total","1,311",""
"2015","Italy","Age reached during the year","63 years","Number","Males","483",""
"2015","Italy","Age reached during the year","63 years","Number","Females","828",""
"2015","Italy","Age reached during the year","64 years","Number","Total","1,153",""
"2015","Italy","Age reached during the year","64 years","Number","Males","450",""
"2015","Italy","Age reached during the year","64 years","Number","Females","703",""
"2015","Italy","Age reached during the year","65 years","Number","Total","1,323",""
"2015","Italy","Age reached during the year","65 years","Number","Males","549",""
"2015","Italy","Age reached during the year","65 years","Number","Females","774",""
"2015","Italy","Age reached during the year","66 years","Number","Total","1,218",""
"2015","Italy","Age reached during the year","66 years","Number","Males","535",""
"2015","Italy","Age reached during the year","66 years","Number","Females","683",""
"2015","Italy","Age reached during the year","67 years","Number","Total","1,005",""
"2015","Italy","Age reached during the year","67 years","Number","Males","426",""
"2015","Italy","Age reached during the year","67 years","Number","Females","579",""
"2015","Italy","Age reached during the year","68 years","Number","Total","908",""
"2015","Italy","Age reached during the year","68 years","Number","Males","426",""
"2015","Italy","Age reached during the year","68 years","Number","Females","482",""
"2015","Italy","Age reached during the year","69 years","Number","Total","694",""
"2015","Italy","Age reached during the year","69 years","Number","Males","325",""
"2015","Italy","Age reached during the year","69 years","Number","Females","369",""
"2015","Italy","Age reached during the year","70 years","Number","Total","603",""
"2015","Italy","Age reached during the year","70 years","Number","Males","266",""
"2015","Italy","Age reached during the year","70 years","Number","Females","337",""
"2015","Italy","Age reached during the year","71 years","Number","Total","574",""
"2015","Italy","Age reached during the year","71 years","Number","Males","258",""
"2015","Italy","Age reached during the year","71 years","Number","Females","316",""
"2015","Italy","Age reached during the year","72 years","Number","Total","492",""
"2015","Italy","Age reached during the year","72 years","Number","Males","218",""
"2015","Italy","Age reached during the year","72 years","Number","Females","274",""
"2015","Italy","Age reached during the year","73 years","Number","Total","551",""
"2015","Italy","Age reached during the year","73 years","Number","Males","250",""
"2015","Italy","Age reached during the year","73 years","Number","Females","301",""
"2015","Italy","Age reached during the year","74 years","Number","Total","421",""
"2015","Italy","Age reached during the year","74 years","Number","Males","208",""
"2015","Italy","Age reached during the year","74 years","Number","Females","213",""
"2015","Italy","Age reached during the year","75 years","Number","Total","489",""
"2015","Italy","Age reached during the year","75 years","Number","Males","226",""
"2015","Italy","Age reached during the year","75 years","Number","Females","263",""
"2015","Italy","Age reached during the year","76 years","Number","Total","408",""
"2015","Italy","Age reached during the year","76 years","Number","Males","180",""
"2015","Italy","Age reached during the year","76 years","Number","Females","228",""
"2015","Italy","Age reached during the year","77 years","Number","Total","359",""
"2015","Italy","Age reached during the year","77 years","Number","Males","144",""
"2015","Italy","Age reached during the year","77 years","Number","Females","215",""
"2015","Italy","Age reached during the year","78 years","Number","Total","290",""
"2015","Italy","Age reached during the year","78 years","Number","Males","116",""
"2015","Italy","Age reached during the year","78 years","Number","Females","174",""
"2015","Italy","Age reached during the year","79 years","Number","Total","282",""
"2015","Italy","Age reached during the year","79 years","Number","Males","133",""
"2015","Italy","Age reached during the year","79 years","Number","Females","149",""
"2015","Italy","Age reached during the year","80 years","Number","Total","276",""
"2015","Italy","Age reached during the year","80 years","Number","Males","125",""
"2015","Italy","Age reached during the year","80 years","Number","Females","151",""
"2015","Italy","Age reached during the year","81 years","Number","Total","229",""
"2015","Italy","Age reached during the year","81 years","Number","Males","97",""
"2015","Italy","Age reached during the year","81 years","Number","Females","132",""
"2015","Italy","Age reached during the year","82 years","Number","Total","205",""
"2015","Italy","Age reached during the year","82 years","Number","Males","101",""
"2015","Italy","Age reached during the year","82 years","Number","Females","104",""
"2015","Italy","Age reached during the year","83 years","Number","Total","149",""
"2015","Italy","Age reached during the year","83 years","Number","Males","57",""
"2015","Italy","Age reached during the year","83 years","Number","Females","92",""
"2015","Italy","Age reached during the year","84 years","Number","Total","126",""
"2015","Italy","Age reached during the year","84 years","Number","Males","50",""
"2015","Italy","Age reached during the year","84 years","Number","Females","76",""
"2015","Italy","Age reached during the year","85 years","Number","Total","168",""
"2015","Italy","Age reached during the year","85 years","Number","Males","77",""
"2015","Italy","Age reached during the year","85 years","Number","Females","91",""
"2015","Italy","Age reached during the year","86 years","Number","Total","117",""
"2015","Italy","Age reached during the year","86 years","Number","Males","44",""
"2015","Italy","Age reached during the year","86 years","Number","Females","73",""
"2015","Italy","Age reached during the year","87 years","Number","Total","68",""
"2015","Italy","Age reached during the year","87 years","Number","Males","21",""
"2015","Italy","Age reached during the year","87 years","Number","Females","47",""
"2015","Italy","Age reached during the year","88 years","Number","Total","72",""
"2015","Italy","Age reached during the year","88 years","Number","Males","22",""
"2015","Italy","Age reached during the year","88 years","Number","Females","50",""
"2015","Italy","Age reached during the year","89 years","Number","Total","58",""
"2015","Italy","Age reached during the year","89 years","Number","Males","22",""
"2015","Italy","Age reached during the year","89 years","Number","Females","36",""
"2015","Italy","Age reached during the year","90 years","Number","Total","47",""
"2015","Italy","Age reached during the year","90 years","Number","Males","17",""
"2015","Italy","Age reached during the year","90 years","Number","Females","30",""
"2015","Italy","Age reached during the year","91 years","Number","Total","49",""
"2015","Italy","Age reached during the year","91 years","Number","Males","18",""
"2015","Italy","Age reached during the year","91 years","Number","Females","31",""
"2015","Italy","Age reached during the year","92 years","Number","Total","25",""
"2015","Italy","Age reached during the year","92 years","Number","Males","10",""
"2015","Italy","Age reached during the year","92 years","Number","Females","15",""
"2015","Italy","Age reached during the year","93 years","Number","Total","19",""
"2015","Italy","Age reached during the year","93 years","Number","Males","6",""
"2015","Italy","Age reached during the year","93 years","Number","Females","13",""
"2015","Italy","Age reached during the year","94 years","Number","Total","13",""
"2015","Italy","Age reached during the year","94 years","Number","Males","5",""
"2015","Italy","Age reached during the year","94 years","Number","Females","8",""
"2015","Italy","Age reached during the year","95 years","Number","Total","24",""
"2015","Italy","Age reached during the year","95 years","Number","Males","11",""
"2015","Italy","Age reached during the year","95 years","Number","Females","13",""
"2015","Italy","Age reached during the year","96 years","Number","Total","9",""
"2015","Italy","Age reached during the year","96 years","Number","Males","2",""
"2015","Italy","Age reached during the year","96 years","Number","Females","7",""
"2015","Italy","Age reached during the year","97 years","Number","Total","3",""
"2015","Italy","Age reached during the year","97 years","Number","Males","1",""
"2015","Italy","Age reached during the year","97 years","Number","Females","2",""
"2015","Italy","Age reached during the year","98 years","Number","Total","2",""
"2015","Italy","Age reached during the year","98 years","Number","Males","0",""
"2015","Italy","Age reached during the year","98 years","Number","Females","2",""
"2015","Italy","Age reached during the year","99 years","Number","Total","1",""
"2015","Italy","Age reached during the year","99 years","Number","Males","0",""
"2015","Italy","Age reached during the year","99 years","Number","Females","1",""
"2015","Italy","Age reached during the year","100 years or over","Number","Total","4",""
"2015","Italy","Age reached during the year","100 years or over","Number","Males","0",""
"2015","Italy","Age reached during the year","100 years or over","Number","Females","4",""
"2015","Italy","Age reached during the year","Unknown","Number","Total",":",""
"2015","Italy","Age reached during the year","Unknown","Number","Males",":",""
"2015","Italy","Age reached during the year","Unknown","Number","Females",":",""
"2016","Italy","Age reached during the year","Total","Number","Total","300,823",""
"2016","Italy","Age reached during the year","Total","Number","Males","169,091",""
"2016","Italy","Age reached during the year","Total","Number","Females","131,732",""
"2016","Italy","Age reached during the year","Less than 1 year","Number","Total","1,141",""
"2016","Italy","Age reached during the year","Less than 1 year","Number","Males","600",""
"2016","Italy","Age reached during the year","Less than 1 year","Number","Females","541",""
"2016","Italy","Age reached during the year","1 year","Number","Total","3,016",""
"2016","Italy","Age reached during the year","1 year","Number","Males","1,583",""
"2016","Italy","Age reached during the year","1 year","Number","Females","1,433",""
"2016","Italy","Age reached during the year","2 years","Number","Total","3,297",""
"2016","Italy","Age reached during the year","2 years","Number","Males","1,710",""
"2016","Italy","Age reached during the year","2 years","Number","Females","1,587",""
"2016","Italy","Age reached during the year","3 years","Number","Total","3,264",""
"2016","Italy","Age reached during the year","3 years","Number","Males","1,660",""
"2016","Italy","Age reached during the year","3 years","Number","Females","1,604",""
"2016","Italy","Age reached during the year","4 years","Number","Total","3,072",""
"2016","Italy","Age reached during the year","4 years","Number","Males","1,605",""
"2016","Italy","Age reached during the year","4 years","Number","Females","1,467",""
"2016","Italy","Age reached during the year","5 years","Number","Total","2,722",""
"2016","Italy","Age reached during the year","5 years","Number","Males","1,454",""
"2016","Italy","Age reached during the year","5 years","Number","Females","1,268",""
"2016","Italy","Age reached during the year","6 years","Number","Total","2,759",""
"2016","Italy","Age reached during the year","6 years","Number","Males","1,482",""
"2016","Italy","Age reached during the year","6 years","Number","Females","1,277",""
"2016","Italy","Age reached during the year","7 years","Number","Total","2,517",""
"2016","Italy","Age reached during the year","7 years","Number","Males","1,274",""
"2016","Italy","Age reached during the year","7 years","Number","Females","1,243",""
"2016","Italy","Age reached during the year","8 years","Number","Total","2,470",""
"2016","Italy","Age reached during the year","8 years","Number","Males","1,305",""
"2016","Italy","Age reached during the year","8 years","Number","Females","1,165",""
"2016","Italy","Age reached during the year","9 years","Number","Total","2,388",""
"2016","Italy","Age reached during the year","9 years","Number","Males","1,241",""
"2016","Italy","Age reached during the year","9 years","Number","Females","1,147",""
"2016","Italy","Age reached during the year","10 years","Number","Total","2,447",""
"2016","Italy","Age reached during the year","10 years","Number","Males","1,275",""
"2016","Italy","Age reached during the year","10 years","Number","Females","1,172",""
"2016","Italy","Age reached during the year","11 years","Number","Total","2,394",""
"2016","Italy","Age reached during the year","11 years","Number","Males","1,250",""
"2016","Italy","Age reached during the year","11 years","Number","Females","1,144",""
"2016","Italy","Age reached during the year","12 years","Number","Total","2,304",""
"2016","Italy","Age reached during the year","12 years","Number","Males","1,221",""
"2016","Italy","Age reached during the year","12 years","Number","Females","1,083",""
"2016","Italy","Age reached during the year","13 years","Number","Total","2,203",""
"2016","Italy","Age reached during the year","13 years","Number","Males","1,201",""
"2016","Italy","Age reached during the year","13 years","Number","Females","1,002",""
"2016","Italy","Age reached during the year","14 years","Number","Total","2,232",""
"2016","Italy","Age reached during the year","14 years","Number","Males","1,235",""
"2016","Italy","Age reached during the year","14 years","Number","Females","997",""
"2016","Italy","Age reached during the year","15 years","Number","Total","2,379",""
"2016","Italy","Age reached during the year","15 years","Number","Males","1,392",""
"2016","Italy","Age reached during the year","15 years","Number","Females","987",""
"2016","Italy","Age reached during the year","16 years","Number","Total","2,610",""
"2016","Italy","Age reached during the year","16 years","Number","Males","1,588",""
"2016","Italy","Age reached during the year","16 years","Number","Females","1,022",""
"2016","Italy","Age reached during the year","17 years","Number","Total","3,485",""
"2016","Italy","Age reached during the year","17 years","Number","Males","2,436",""
"2016","Italy","Age reached during the year","17 years","Number","Females","1,049",""
"2016","Italy","Age reached during the year","18 years","Number","Total","8,175",""
"2016","Italy","Age reached during the year","18 years","Number","Males","6,692",""
"2016","Italy","Age reached during the year","18 years","Number","Females","1,483",""
"2016","Italy","Age reached during the year","19 years","Number","Total","9,644",""
"2016","Italy","Age reached during the year","19 years","Number","Males","7,379",""
"2016","Italy","Age reached during the year","19 years","Number","Females","2,265",""
"2016","Italy","Age reached during the year","20 years","Number","Total","8,913",""
"2016","Italy","Age reached during the year","20 years","Number","Males","6,440",""
"2016","Italy","Age reached during the year","20 years","Number","Females","2,473",""
"2016","Italy","Age reached during the year","21 years","Number","Total","8,896",""
"2016","Italy","Age reached during the year","21 years","Number","Males","6,084",""
"2016","Italy","Age reached during the year","21 years","Number","Females","2,812",""
"2016","Italy","Age reached during the year","22 years","Number","Total","8,263",""
"2016","Italy","Age reached during the year","22 years","Number","Males","5,312",""
"2016","Italy","Age reached during the year","22 years","Number","Females","2,951",""
"2016","Italy","Age reached during the year","23 years","Number","Total","8,645",""
"2016","Italy","Age reached during the year","23 years","Number","Males","5,229",""
"2016","Italy","Age reached during the year","23 years","Number","Females","3,416",""
"2016","Italy","Age reached during the year","24 years","Number","Total","9,439",""
"2016","Italy","Age reached during the year","24 years","Number","Males","5,591",""
